base_country,country,f_total,metric,x_total,z_total,delta
ITA,ROU,1600579.0052983267,1806124.2622996317,3572246.659868979,1766122.3975693476,2391.1987149312627
ITA,RUS,1600579.005298326,1806409.0439529305,3573493.235109989,1767084.1911570579,2106.417061632499
ITA,SVK,1600579.0052983267,1805770.5905958947,3572449.657358389,1766679.0667624944,2744.870418668259
ITA,SVN,1600579.0052983265,1806571.5111655707,3571710.207362039,1765138.6961964683,1943.9498489922844
ITA,SWE,1600579.005298326,1809171.7435900744,3570646.8956825933,1761475.1520925178,-656.2825755113736
ITA,TUR,1600579.0052983263,1806786.1372895439,3571801.2146336157,1765015.0773440723,1729.323725019116
ITA,TWN,1600579.0052983272,1807486.333446464,3573489.422375638,1766003.0889291742,1029.1275680989493
ITA,USA,1600579.0052983263,1810308.5960712435,3572156.8658112446,1761848.2697400022,-1793.135056680534
JPN,AUS,4184098.1902148905,4448640.465635819,8194170.273665363,3745529.8080295445,3935.464802986011
JPN,AUT,4184098.1902148896,4447489.594908028,8196189.917277371,3748700.3223693436,5086.335530777462
JPN,BEL,4184098.1902148896,4449605.76138614,8191726.853304128,3742121.091917986,2970.169052665122
JPN,BGR,4184098.190214889,4445929.400484049,8185660.500721862,3739731.1002378114,6646.52995475661
JPN,BRA,4184098.190214891,4447042.4695777465,8194932.361316084,3747889.8917383365,5533.460861058906
JPN,CAN,4184098.190214892,4447939.265064498,8197315.201897052,3749375.936832556,4636.665374306962
JPN,CHN,4184098.1902148905,4447189.373664335,8188526.967483826,3741337.593819489,5386.556774470024
JPN,CYP,4184098.1902148915,4448784.4204483535,8190585.082818249,3741800.6623698953,3791.5099904518574
JPN,CZE,4184098.1902148915,4445840.99837158,8199371.278600468,3753530.280228887,6734.932067225687
JPN,DEU,4184098.1902148905,4445253.447114711,8197294.343835422,3752040.896720711,7322.4833240946755
JPN,DNK,4184098.1902148905,4452436.879989702,8185970.325125143,3733533.44513544,139.050449103117
JPN,ESP,4184098.1902148887,4449357.761345339,8199352.608938959,3749994.8475936204,3218.169093466364
JPN,EST,4184098.1902148915,4445940.171499405,8191813.016974861,3745872.8454754553,6635.758939400315
JPN,FIN,4184098.190214891,4450191.186014938,8189071.592355824,3738880.406340884,2384.7444238672033
JPN,FRA,4184098.1902148896,4444684.5139436275,8196854.932491881,3752170.4185482515,7891.416495177895
JPN,GBR,4184098.190214891,4449621.43021687,8195750.005018427,3746128.574801556,2954.500221935101
JPN,GRC,4184098.190214891,4445997.236086556,8190771.809256947,3744774.5731703895,6578.694352249615
JPN,HUN,4184098.190214892,4442748.452064047,8201515.962417732,3758767.5103536854,9827.478374758735
JPN,IDN,4184098.1902148905,4445967.89041184,8196001.532426842,3750033.642015005,6608.040026965551
JPN,IND,4184098.190214891,4445831.291992324,8186547.945800596,3740716.6538082706,6744.638446480967
JPN,IRL,4184098.1902148905,4448892.932322417,8191861.873372131,3742968.9410497146,3682.9981163879856
JPN,ITA,4184098.1902148905,4440430.838574609,8192587.308022801,3752156.4694481916,12145.091864196584
JPN,KOR,4184098.190214891,4448976.724158498,8187578.857665,3738602.1335065016,3599.206280306913
JPN,LTU,4184098.1902148905,4440674.228177215,8185898.228889783,3745224.000712567,11901.702261590399
JPN,LUX,4184098.1902148915,4449245.710333923,8192823.627523203,3743577.917189282,3330.2201048824936
JPN,LVA,4184098.1902148905,4448289.120287824,8189549.276174298,3741260.1558864727,4286.810150980949
JPN,MEX,4184098.1902148915,4446284.833329083,8190808.610273139,3744523.7769440534,6291.0971097219735
JPN,MLT,4184098.190214891,4446815.157735922,8199430.2337016845,3752615.0759657617,5760.772702882998
JPN,NLD,4184098.190214889,4450683.979348483,8191674.407875358,3740990.428526875,1891.9510903228074
JPN,POL,4184098.1902148905,4445045.454315668,8194029.944606682,3748984.4902910152,7530.4761231374
JPN,PRT,4184098.1902148905,4444306.991604929,8195212.174335969,3750905.1827310384,8268.938833876513
JPN,ROU,4184098.190214891,4444107.670734801,8192961.893472068,3748854.2227372658,8468.259704004042
JPN,RUS,4184098.1902148915,4444465.738461793,8191959.761275931,3747494.0228141383,8110.191977011971
JPN,SVK,4184098.19021489,4444431.761841754,8198579.557024516,3754147.7951827627,8144.1685970509425
JPN,SVN,4184098.1902148915,4444993.839600665,8196867.909131727,3751874.069531061,7582.090838140808
JPN,SWE,4184098.1902148905,4451105.185845874,8193785.554134248,3742680.368288372,1470.7445929311216
JPN,TUR,4184098.1902148905,4442395.84896266,8180694.1778241815,3738298.3288615188,10180.081476145424
JPN,TWN,4184098.19021489,4447475.324449712,8192850.337176257,3745375.0127265463,5100.605989092961
JPN,USA,4184098.1902148905,4453196.08840282,8189756.74856576,3736560.6601629397,-620.1579640144482
KOR,AUS,647839.3297646822,735702.2264825196,1799756.6018623605,1064054.3753798408,33.467743808287196
KOR,AUT,647839.3297646826,735570.6770823812,1800538.105987348,1064967.428904967,165.01714394672308
KOR,BEL,647839.3297646821,735799.3682339863,1799641.6832421697,1063842.3150081835,-63.674007658381015
KOR,BGR,647839.3297646822,735378.8269224706,1800325.0742670088,1064946.2473445379,356.867303857347
KOR,BRA,647839.3297646822,735252.7102496745,1799854.7164600792,1064602.006210404,482.9839766534278
KOR,CAN,647839.3297646825,735574.762135837,1800082.127872789,1064507.3657369525,160.93209049094003
KOR,CHN,647839.3297646823,735350.813743491,1799974.425188433,1064623.6114449413,384.8804828369757
KOR,CYP,647839.3297646823,735898.4802612717,1800378.9611835107,1064480.4809222391,-162.78603494376875
KOR,CZE,647839.3297646823,734862.4263041163,1800440.2557558748,1065577.8294517586,873.2679222116712
KOR,DEU,647839.3297646821,735329.7215420394,1799937.0562814781,1064607.3347394392,405.97268428851385
KOR,DNK,647839.3297646818,736183.3480133472,1799390.4355729935,1063207.0875596453,-447.6537870193133
KOR,ESP,647839.3297646819,735561.2527173584,1801690.3060883116,1066129.053370953,174.44150896952488
KOR,EST,647839.3297646823,735200.6461194551,1799906.5816273645,1064705.9355079092,535.0481068728259
KOR,FIN,647839.3297646825,735854.0915769871,1799591.3149760687,1063737.2233990813,-118.39735065912828
KOR,FRA,647839.3297646823,735452.595636778,1799774.3141547795,1064321.7185180017,283.09858954988886
KOR,GBR,647839.3297646827,735877.2629621114,1800518.3573418364,1064641.0943797242,-141.56873578345403
KOR,GRC,647839.3297646821,735347.4521509954,1800319.9301979356,1064972.47804694,388.24207533255685
KOR,HUN,647839.3297646821,734528.6422030069,1800592.6728324809,1066064.0306294737,1207.052023321041
KOR,IDN,647839.3297646822,734617.4599330159,1800491.2578916703,1065873.797958655,1118.2342933120672
KOR,IND,647839.3297646825,734978.4962928549,1799902.6913260352,1064924.19503318,757.1979334730422
KOR,IRL,647839.3297646822,735515.5269950448,1800053.465377617,1064537.9383825725,220.1672312831506
KOR,ITA,647839.3297646823,735041.4648800726,1800028.864874496,1064987.3999944227,694.2293462553062
KOR,JPN,647839.3297646822,736183.7682929203,1799752.982807754,1063569.2145148339,-448.0740665923804
KOR,LTU,647839.3297646821,734175.9650683223,1799535.1363800669,1065359.1713117445,1559.7291580056772
KOR,LUX,647839.3297646821,735795.6896602573,1799810.107622607,1064014.4179623495,-59.995433929376304
KOR,LVA,647839.3297646823,735566.2074645946,1799900.7112752076,1064334.503810613,169.4867617333075
KOR,MEX,647839.3297646823,734812.7124961063,1800083.0491449223,1065270.3366488162,922.9817302216543
KOR,MLT,647839.3297646826,734995.6646264581,1801122.3091920575,1066126.6445655997,740.0295998698566
KOR,NLD,647839.3297646821,735916.4434681482,1799628.298370581,1063711.8549024323,-180.74924182030372
KOR,POL,647839.329764682,735028.8161146403,1800077.4237615,1065048.60764686,706.8781116876053
KOR,PRT,647839.3297646821,735008.2996017755,1800507.5522672634,1065499.2526654874,727.3946245524567
KOR,ROU,647839.3297646822,734768.1277537763,1800565.187930556,1065797.0601767797,967.566472551669
KOR,RUS,647839.3297646821,734880.2470455979,1800074.4296663166,1065194.1826207188,855.4471807300579
KOR,SVK,647839.3297646823,734557.7997671977,1800410.121016944,1065852.3212497463,1177.8944591302425
KOR,SVN,647839.3297646822,734759.2178925397,1800224.527149321,1065465.3092567818,976.4763337882468
KOR,SWE,647839.3297646821,735825.0922923052,1800093.4418566911,1064268.3495643865,-89.3980659772642
KOR,TUR,647839.3297646821,734900.1768884382,1800147.7441248419,1065247.5672364042,835.5173378897598
KOR,TWN,647839.3297646825,734897.6442993295,1799679.8821678828,1064782.2378685535,838.049926998443
KOR,USA,647839.3297646821,736232.9241873118,1799760.4771693614,1063527.5529820502,-497.2299609838519
LTU,AUS,30705.161145217062,39008.03666478231,72823.1324727815,33815.0958079992,-87.32251148606156
LTU,AUT,30705.161145217065,39012.49339280108,72814.61289731412,33802.119504513015,-91.77923950483091
LTU,BEL,30705.16114521706,39011.76315924714,72815.99841189513,33804.235252647995,-91.04900595088839
LTU,BGR,30705.161145217055,38982.119282583626,72780.10935947887,33797.990076895236,-61.40512928737735
LTU,BRA,30705.16114521705,38998.69255567574,72793.86753096798,33795.17497529223,-77.97840237949276
LTU,CAN,30705.16114521705,38984.785422471985,72782.11388399302,33797.328461521036,-64.07126917573623
LTU,CHN,30705.16114521706,38985.35847958282,72790.61356614553,33805.25508656273,-64.64432628657232
LTU,CYP,30705.16114521708,39019.129717610944,72824.30694386011,33805.17722624916,-98.41556431469508
LTU,CZE,30705.161145217065,38981.11385840088,72799.42556711097,33818.311708710076,-60.39970510463172
LTU,DEU,30705.16114521706,38986.16501373614,72783.17058469096,33797.00557095481,-65.45086043989431
LTU,DNK,30705.161145217062,39006.229665725885,72808.34541688564,33802.11575115974,-85.51551242963615
LTU,ESP,30705.16114521706,39004.818285131405,72818.01105189744,33813.19276676603,-84.1041318351563
LTU,EST,30705.161145217065,39024.08209757854,72822.30844869149,33798.22635111296,-103.36794428229041
LTU,FIN,30705.161145217047,38999.77457347066,72796.18473508046,33796.410161609805,-79.0604201744136
LTU,FRA,30705.161145217055,38996.880926149395,72789.91013329211,33793.029207142696,-76.16677285314654
LTU,GBR,30705.161145217055,39008.94115957529,72818.6505581572,33809.709398581945,-88.22700627904123
LTU,GRC,30705.161145217044,39010.561117904195,72809.18649850323,33798.62538059905,-89.84696460794657
LTU,HUN,30705.161145217073,38978.42295340273,72795.54154083079,33817.11858742807,-57.70880010648398
LTU,IDN,30705.161145217062,38890.42006155748,72703.1584886531,33812.73842709561,30.294091738767747
LTU,IND,30705.161145217055,38919.65886716148,72733.98533193397,33814.32646477247,1.0552861347678117
LTU,IRL,30705.16114521706,38994.925944074435,72787.05756828975,33792.131624215326,-74.2117907781867
LTU,ITA,30705.16114521707,39010.59615778128,72801.2548355861,33790.658677804844,-89.88200448502903
LTU,JPN,30705.161145217055,39022.54128822209,72819.60564755545,33797.06435933337,-101.82713492584298
LTU,KOR,30705.161145217065,39011.70262631899,72799.60459525167,33787.90196893267,-90.98847302274226
LTU,LUX,30705.16114521706,39009.59313488773,72786.61567467,33777.02253978228,-88.8789815914788
LTU,LVA,30705.161145217055,39026.94232959852,72868.75969906965,33841.81736947113,-106.22817630226928
LTU,MEX,30705.161145217062,38965.82500227934,72750.04508926302,33784.22008698367,-45.11084898309491
LTU,MLT,30705.161145217062,38953.7010570189,72772.42330342265,33818.722246403755,-32.98690372265264
LTU,NLD,30705.16114521707,39007.641896248555,72818.6736878961,33811.03179164751,-86.92774295230629
LTU,POL,30705.161145217062,39012.02883992025,72830.54379048003,33818.51495055979,-91.31468662399857
LTU,PRT,30705.161145217047,39011.23182442714,72808.11048084323,33796.87865641609,-90.51767113088863
LTU,ROU,30705.16114521705,38949.40384297207,72777.72662566991,33828.32278269783,-28.689689675818954
LTU,RUS,30705.16114521707,38949.20619428731,72752.61050505064,33803.404310763326,-28.492040991062822
LTU,SVK,30705.161145217055,38959.02753252294,72776.59881578044,33817.57128325751,-38.313379226688994
LTU,SVN,30705.161145217055,39001.07786923791,72806.53932989367,33805.46146065576,-80.36371594166121
LTU,SWE,30705.161145217062,38994.7946247752,72798.81512938849,33804.020504613305,-74.08047147894831
LTU,TUR,30705.161145217047,38926.159773300744,72711.81060224815,33785.650828947415,-5.44562000449514
LTU,TWN,30705.161145217065,38960.59102522434,72780.95120607661,33820.360180852265,-39.87687192809244
LTU,USA,30705.16114521706,39006.97510826371,72810.13923520007,33803.16412693636,-86.26095496745984
LUX,AUS,28027.525928856612,94957.1104616027,252773.0726517134,157815.96219011073,93.16054574069858
LUX,AUT,28027.52592885661,94976.92308275026,252789.1371323865,157812.21404963633,73.34792459313758
LUX,BEL,28027.525928856598,94977.80993643217,252752.44636171873,157774.63642528653,72.46107091123122
LUX,BGR,28027.52592885662,94987.15839216938,252769.43727813414,157782.2788859647,63.112615174017265
LUX,BRA,28027.52592885661,94946.10460522305,252735.73853437966,157789.63392915655,104.1664021203469
LUX,CAN,28027.525928856612,94948.52237384814,252735.92310786556,157787.4007340175,101.74863349525549
LUX,CHN,28027.525928856616,94958.03649189943,252746.60496565828,157788.56847375887,92.23451544396812
LUX,CYP,28027.52592885661,95014.45477886469,252838.65008455495,157824.19530569017,35.8162284787104
LUX,CZE,28027.52592885661,94888.15319419028,252661.67645909995,157773.52326490966,162.11781315311964
LUX,DEU,28027.525928856612,94931.28965525009,252691.31381444132,157760.0241591913,118.9813520933094
LUX,DNK,28027.525928856612,95071.22206762622,252879.50883917208,157808.28677154577,-20.951060282823164
LUX,ESP,28027.52592885661,94990.77709887085,252831.24477427168,157840.4676754008,59.493908472548355
LUX,EST,28027.525928856605,94973.94984676296,252776.35909583044,157802.4092490674,76.32116058043903
LUX,FIN,28027.525928856612,95016.36103671424,252789.83838555735,157773.4773488431,33.90997062915994
LUX,FRA,28027.525928856616,94962.91832158194,252724.5521855637,157761.63386398173,87.35268576146336
LUX,GBR,28027.525928856612,95000.63438357315,252847.52752568983,157846.89314211675,49.63662377024593
LUX,GRC,28027.525928856616,94995.89255579213,252827.06212137334,157831.16956558116,54.37845155126706
LUX,HUN,28027.52592885662,94907.74655549275,252686.39082517923,157778.6442696864,142.52445185065153
LUX,IDN,28027.525928856612,94906.57117205524,252701.65217735275,157795.08100529748,143.69983528816374
LUX,IND,28027.52592885661,94953.39617174496,252751.9781226198,157798.58195087488,96.87483559844259
LUX,IRL,28027.525928856605,94984.8215837335,252750.71384167293,157765.89225793938,65.44942360989808
LUX,ITA,28027.525928856612,94963.5973828857,252771.86754337465,157808.27016048902,86.67362445770414
LUX,JPN,28027.52592885661,95056.29671861863,252883.18792958866,157826.8912109701,-6.025711275229696
LUX,KOR,28027.525928856612,94990.09319433571,252815.91882229387,157825.82562795817,60.17781300768547
LUX,LTU,28027.525928856612,94919.09018855933,252688.71628598843,157769.62609742908,131.1808187840652
LUX,LVA,28027.525928856612,94980.70368648366,252811.8206580382,157831.1169715545,69.56732085974363
LUX,MEX,28027.52592885662,94947.17952133925,252741.94087381766,157794.76135247838,103.0914860041521
LUX,MLT,28027.525928856616,94930.94825572174,252712.3302740061,157781.38201828446,119.32275162165752
LUX,NLD,28027.52592885662,95007.74747557422,252825.51157736126,157817.76410178695,42.523531769184046
LUX,POL,28027.525928856616,94932.89395456576,252745.6672766663,157812.77332210052,117.37705277763598
LUX,PRT,28027.525928856605,94942.87556151769,252744.75749734035,157801.88193582266,107.3954458257067
LUX,ROU,28027.52592885661,94934.64450884458,252717.79640845093,157783.1518996064,115.62649849882291
LUX,RUS,28027.525928856616,94893.6857395018,252689.30701105623,157795.6212715544,156.58526784159767
LUX,SVK,28027.52592885661,94905.246638378,252737.4864635244,157832.23982514645,145.02436896540166
LUX,SVN,28027.525928856612,94879.97401494022,252657.0304577677,157777.05644282748,170.2969924031786
LUX,SWE,28027.525928856616,95007.45806376201,252791.95802766285,157784.4999639009,42.812943581389845
LUX,TUR,28027.52592885661,94957.76888312519,252754.73164841687,157796.96276529174,92.50212421821197
LUX,TWN,28027.525928856605,94953.0585949602,252780.116542145,157827.05794718483,97.21241238320363
LUX,USA,28027.5259288566,95064.03780743566,252928.61611423828,157864.57830680266,-13.766800092256744
LVA,AUS,18401.066325257954,27122.042813613658,53000.30066711741,25878.25785350375,0.8624563435769232
LVA,AUT,18401.06632525796,27112.168644006015,52985.19820555231,25873.0295615463,10.736625951220049
LVA,BEL,18401.06632525796,27115.74521771406,52975.56347520078,25859.818257486717,7.160052243176324
LVA,BGR,18401.066325257958,27090.090188799702,52988.266423843495,25898.176235043793,32.815081157532404
LVA,BRA,18401.066325257954,27080.310043460766,52904.328527177335,25824.018483716576,42.59522649646897
LVA,CAN,18401.06632525795,27089.474470728353,52920.378963352356,25830.90449262399,33.43079922888137
LVA,CHN,18401.066325257965,27085.567260646963,52946.853858090275,25861.286597443323,37.338009310271445
LVA,CYP,18401.06632525796,27119.05366637251,53002.649029824286,25883.595363451775,3.8516035847242165
LVA,CZE,18401.06632525795,27062.974639807642,52913.52140440203,25850.546764594394,59.930630149592616
LVA,DEU,18401.06632525796,27096.24250937236,52950.80136387785,25854.558854505492,26.662760584873467
LVA,DNK,18401.066325257958,27135.628068458045,53013.96607202945,25878.338003571396,-12.722798500810313
LVA,ESP,18401.06632525795,27111.41440386388,52992.32619715211,25880.91179328821,11.49086609335427
LVA,EST,18401.06632525795,27084.471692575702,52936.440682607186,25851.968990031488,38.433577381532814
LVA,FIN,18401.066325257958,27120.12827871274,52996.33665133191,25876.208372619192,2.7769912444964575
LVA,FRA,18401.06632525796,27100.764788318826,52962.34052881104,25861.57574049221,22.140481638409256
LVA,GBR,18401.066325257954,27125.364947157363,53001.445524966664,25876.08057780932,-2.4596772001277714
LVA,GRC,18401.066325257958,27099.14268786785,52963.217282604564,25864.07459473671,23.762582089384523
LVA,HUN,18401.06632525796,27029.801670627818,52851.901121110335,25822.099450482514,93.1035993294172
LVA,IDN,18401.06632525796,27054.484784062894,52924.18935072663,25869.704566663735,68.42048589434125
LVA,IND,18401.066325257958,27080.394775980152,52973.11273631344,25892.717960333288,42.51049397708266
LVA,IRL,18401.066325257958,27108.430781146195,52975.63502993027,25867.20424878409,14.474488811039919
LVA,ITA,18401.066325257965,27091.852260778756,52950.78411999949,25858.931859220727,31.053009178478533
LVA,JPN,18401.066325257947,27137.610588079955,53026.75560066447,25889.145012584515,-14.7053181227202
LVA,KOR,18401.06632525795,27117.381642482258,52960.61196469464,25843.23032221237,5.52362747497682
LVA,LTU,18401.066325257954,27032.594171943452,52868.93369675282,25836.339524809377,90.31109801378261
LVA,LUX,18401.066325257958,27115.69778119912,52975.241623897375,25859.54384269826,7.207488758114778
LVA,MEX,18401.066325257958,27075.000729296466,52945.50272156653,25870.501992270056,47.90454066076927
LVA,MLT,18401.066325257965,27071.9798707938,52940.57224432734,25868.592373533535,50.92539916343594
LVA,NLD,18401.066325257965,27126.008904775554,52991.01114146516,25865.00223668962,-3.103634818318824
LVA,POL,18401.066325257965,27081.346475040802,52967.34343463156,25885.99695959076,41.55879491643282
LVA,PRT,18401.066325257965,27087.621675987284,52927.41130033315,25839.789624345864,35.28359396995074
LVA,ROU,18401.066325257965,27062.227434112632,52950.99393170029,25888.76649758768,60.67783584460267
LVA,RUS,18401.066325257958,27060.642803775376,52905.898097919824,25845.25529414445,62.262466181859054
LVA,SVK,18401.066325257965,27042.447242252783,52892.720869920275,25850.2736276675,80.45802770445152
LVA,SVN,18401.066325257958,27074.28979713632,52906.2300279334,25831.94023079708,48.615472820914874
LVA,SWE,18401.066325257954,27119.639396684463,52992.124402043155,25872.48500535868,3.2658732727722963
LVA,TUR,18401.066325257954,27069.686214949375,52951.97217271361,25882.285957764227,53.219055007859424
LVA,TWN,18401.06632525796,27086.081007134213,52933.04465176812,25846.963644633914,36.824262823021854
LVA,USA,18401.066325257958,27138.25204003036,53017.25155029444,25878.999510264093,-15.34677007312348
MEX,AUS,781666.4958606444,785212.1920498549,1282095.2321996659,496883.0401498109,-512.1153987664729
MEX,AUT,781666.4958606444,785022.3321444368,1281983.9674373863,496961.63529294915,-322.25549334834795
MEX,BEL,781666.4958606447,785136.2325809099,1282024.205669783,496887.97308887314,-436.155929821427
MEX,BGR,781666.4958606444,784894.6281623757,1282880.154381708,497985.52621933224,-194.55151128722355
MEX,BRA,781666.4958606443,784560.1914993174,1282054.3900155693,497494.19851625175,139.88515177101362
MEX,CAN,781666.4958606446,784440.203404533,1281390.6883614378,496950.48495690466,259.87324655544944
MEX,CHN,781666.4958606443,784667.7999594217,1282594.8999233965,497927.09996397456,32.27669166668784
MEX,CYP,781666.4958606443,785356.3422121357,1282299.4527773096,496943.11056517373,-656.265561047243
MEX,CZE,781666.4958606443,784273.2176996552,1282042.562453299,497769.344753644,426.8589514332125
MEX,DEU,781666.4958606445,784478.0330766328,1281370.1933038682,496892.1602272349,222.04357445565984
MEX,DNK,781666.4958606446,785319.9556859123,1282121.514685092,496801.5589991796,-619.8790348238545
MEX,ESP,781666.4958606444,785061.8059940677,1282506.7580091401,497444.9520150724,-361.7293429792626
MEX,EST,781666.4958606445,784966.5072158207,1282627.2972172287,497660.79000140826,-266.4305647322908
MEX,FIN,781666.4958606445,785064.8001786442,1281710.2234677193,496645.42328907497,-364.7235275558196
MEX,FRA,781666.4958606442,784725.9255978293,1281400.1272225175,496674.20162468747,-25.848946740850806
MEX,GBR,781666.4958606447,785067.2986556918,1282096.0811069396,497028.78245124756,-367.2220046033617
MEX,GRC,781666.4958606446,785085.6532517162,1282341.2464684453,497255.5932167287,-385.57660062774085
MEX,HUN,781666.4958606444,783897.469158649,1282113.117920144,498215.6487614948,802.6074924394488
MEX,IDN,781666.4958606445,783408.9310940907,1282470.9545116846,499062.02341759385,1291.1455569977406
MEX,IND,781666.4958606445,784240.2790953913,1282655.4327633604,498415.1536679694,459.79755569715053
MEX,IRL,781666.4958606444,784836.5985681717,1281801.4167742932,496964.81820612116,-136.52191708330065
MEX,ITA,781666.4958606447,784848.7796957524,1281865.0150769798,497016.2353812273,-148.7030446639983
MEX,JPN,781666.4958606442,785517.7688351058,1282259.0272938656,496741.25845875975,-817.6921840173891
MEX,KOR,781666.4958606447,784856.3425025486,1281782.5795891788,496926.2370866303,-156.2658514601644
MEX,LTU,781666.4958606442,783725.5998543148,1283053.851472077,499328.2516177619,974.4767967736116
MEX,LUX,781666.495860644,785058.7978666489,1281500.3083036055,496441.51043695613,-358.7212155604502
MEX,LVA,781666.4958606442,785428.4747879447,1283692.3157833067,498263.8409953623,-728.3981368562672
MEX,MLT,781666.4958606445,784085.2278699043,1282158.4502416628,498073.2223717584,614.8487811841769
MEX,NLD,781666.4958606443,785183.2146058731,1282370.8710810598,497187.6564751864,-483.13795478467364
MEX,POL,781666.4958606443,784945.1352503255,1282728.4461698895,497783.3109195642,-245.05859923711978
MEX,PRT,781666.4958606446,784699.2968967954,1281940.3611566694,497241.0642598743,0.7797542930347845
MEX,ROU,781666.4958606445,784225.9974666827,1283198.884128638,498972.8866619554,474.0791844057385
MEX,RUS,781666.4958606445,783936.0925471684,1282128.1431263664,498192.05057919846,763.9841039200546
MEX,SVK,781666.4958606445,783751.9868113551,1282241.6598128008,498489.67300144536,948.0898397333222
MEX,SVN,781666.4958606446,784461.2204533065,1281819.0409343462,497357.8204810395,238.85619778197724
MEX,SWE,781666.4958606442,784942.7848061926,1281924.3585174372,496981.5737112449,-242.70815510419197
MEX,TUR,781666.4958606445,783988.0827669267,1282141.92684431,498153.84407738294,711.9938841616968
MEX,TWN,781666.4958606444,784352.5555474891,1282234.139151443,497881.5836039537,347.5211035993416
MEX,USA,781666.4958606442,785254.099590143,1282399.5551771072,497145.4555869638,-554.0229390545283
MLT,AUS,7148.0758710266655,12082.844440827535,26327.248944371237,14244.404503543703,-17.547177750217088
MLT,AUT,7148.075871026669,12078.052800068015,26313.900876252006,14235.84807618399,-12.755536990696783
MLT,BEL,7148.0758710266655,12081.792672438207,26318.172776538213,14236.380104100008,-16.495409360888516
MLT,BGR,7148.075871026666,12068.649249167529,26305.446973402184,14236.797724234655,-3.35198609021063
MLT,BRA,7148.0758710266655,12071.362547163493,26304.15313579023,14232.79058862674,-6.06528408617487
MLT,CAN,7148.075871026665,12073.708377584611,26312.30211305865,14238.593735474025,-8.41111450729295
MLT,CHN,7148.075871026667,12070.937724962901,26305.344346518265,14234.406621555354,-5.640461885583136
MLT,CYP,7148.075871026665,12076.468453833339,26317.61482294707,14241.14636911373,-11.171190756020223
MLT,CZE,7148.075871026668,12069.213557525753,26304.990206288236,14235.776648762474,-3.9162944484342006
MLT,DEU,7148.0758710266655,12076.908285331901,26311.486863353424,14234.578578021521,-11.611022254583077
MLT,DNK,7148.075871026666,12086.843169623275,26326.394418239433,14239.55124861615,-21.545906545956313
MLT,ESP,7148.075871026666,12070.411094990193,26307.603517014573,14237.192422024382,-5.113831912874957
MLT,EST,7148.075871026666,12076.777000462993,26313.878264415678,14237.10126395268,-11.479737385674525
MLT,FIN,7148.075871026668,12082.704694604723,26319.169083553825,14236.464388949089,-17.407431527404697
MLT,FRA,7148.075871026666,12078.97794255165,26313.855447798585,14234.877505246935,-13.680679474331555
MLT,GBR,7148.075871026666,12081.69405004475,26323.35641524073,14241.662365195982,-16.39678696743249
MLT,GRC,7148.075871026667,12073.849084042686,26309.629115340467,14235.780031297776,-8.55182096536737
MLT,HUN,7148.075871026667,12065.395768445997,26298.40958258588,14233.013814139886,-0.09850536867816118
MLT,IDN,7148.075871026667,12047.739391576932,26280.952769456402,14233.213377879478,17.557871500386682
MLT,IND,7148.0758710266655,12061.663867234623,26296.737079775332,14235.0732125407,3.633395842694881
MLT,IRL,7148.075871026667,12077.462108979114,26309.33480589074,14231.872696911629,-12.16484590179607
MLT,ITA,7148.075871026668,12075.456065661981,26308.339467566962,14232.88340190499,-10.158802584663135
MLT,JPN,7148.075871026668,12083.786461038524,26327.106987722633,14243.320526684107,-18.48919796120572
MLT,KOR,7148.075871026667,12080.47989998398,26316.8488941977,14236.36899421372,-15.182636906662083
MLT,LTU,7148.075871026667,12057.859247535565,26281.93455524402,14224.07530770845,7.438015541752975
MLT,LUX,7148.075871026667,12082.496359764358,26316.33366068771,14233.837300923347,-17.199096687039855
MLT,LVA,7148.075871026666,12081.20658239962,26332.22142223863,14251.014839839008,-15.909319322301599
MLT,MEX,7148.075871026665,12064.607927447878,26295.468106599223,14230.860179151352,0.689335629440393
MLT,NLD,7148.0758710266655,12083.902874661671,26325.85790196391,14241.95502730224,-18.605611584353028
MLT,POL,7148.075871026666,12077.482207733534,26320.938980780436,14243.4567730469,-12.18494465621552
MLT,PRT,7148.075871026667,12074.945599229253,26305.807096217337,14230.861496988091,-9.648336151934927
MLT,ROU,7148.075871026666,12061.403014596232,26294.337657266795,14232.934642670563,3.8942484810868336
MLT,RUS,7148.075871026666,12063.17377880767,26295.45450926883,14232.28073046116,2.123484269648543
MLT,SVK,7148.075871026668,12065.548200865504,26307.81238731639,14242.264186450882,-0.2509377881851833
MLT,SVN,7148.075871026668,12074.303597838873,26307.32590020905,14233.022302370173,-9.006334761554172
MLT,SWE,7148.075871026667,12082.276848635998,26318.24442709677,14235.967578460779,-16.9795855586799
MLT,TUR,7148.075871026668,12058.88899986193,26290.135894879775,14231.246895017846,6.408263215387706
MLT,TWN,7148.075871026666,12068.10283641945,26312.873111875426,14244.770275455974,-2.805573342131538
MLT,USA,7148.075871026667,12082.061340422895,26326.5620707096,14244.500730286703,-16.76407734557688
NLD,AUS,548409.9264219641,761236.1820550539,1526186.4112071868,764950.229152133,974.1949032371631
NLD,AUT,548409.9264219643,761408.0142641877,1526302.2873592663,764894.2730950784,802.3626941033872
NLD,BEL,548409.9264219644,761486.7177652257,1526057.2406062772,764570.522841052,723.6591930653667
NLD,BGR,548409.9264219644,761051.2265762207,1526030.0306119816,764978.8040357608,1159.1503820703365
